Species	Phylum	[NH4]+ [µmol/l]	[PO4]3- [µmol/l]	Biom [g/l]	E [µmol/m**2/s]	[NO3]- [µmol/l]	SGR [%/day]
Palmaria palmata	Rhodophyta	500.00	30.00	2.00	75.00	0.40	4.60
Palmaria palmata	Rhodophyta	500.00	30.00	2.00	150.00	0.40	7.18
Gelidium elegans	Rhodophyta	2.86	61.94	3.00	91.50	1292.86	1.50
Gelidium elegans	Rhodophyta	0.71	11.61	3.00	91.50	9.29	0.16
Sargassum hemiphyllum	Phaeophyta	2.19	0.47			8.51	7.16
Sargassum hemiphyllum	Phaeophyta	2.34	0.42			18.76	6.16
Sargassum hemiphyllum	Phaeophyta	10.05	0.69			9.71	2.25
Sargassum hemiphyllum	Phaeophyta	1.56	0.49			6.44	2.89
Sargassum hemiphyllum	Phaeophyta	2.79	0.44			12.55	3.19
Sargassum hemiphyllum	Phaeophyta	8.01	0.62			5.24	0.90
Hypnea aspera	Rhodophyta		0.00	3.75	75.00	0.00	1.19
Hypnea aspera	Rhodophyta		2.50	3.75	75.00	25.00	1.63
Hypnea aspera	Rhodophyta		5.00	3.75	75.00	50.00	1.52
Hypnea aspera	Rhodophyta		10.00	3.75	75.00	100.00	1.80
Hypnea aspera	Rhodophyta		15.00	3.75	75.00	150.00	1.58
Hypnea aspera	Rhodophyta		0.00	3.75	75.00	0.00	1.18
Hypnea aspera	Rhodophyta		0.25	3.75	75.00	25.00	1.89
Hypnea aspera	Rhodophyta		0.50	3.75	75.00	50.00	2.36
Hypnea aspera	Rhodophyta		1.00	3.75	75.00	100.00	3.46
Hypnea aspera	Rhodophyta		1.50	3.75	75.00	150.00	4.67
Hypnea aspera	Rhodophyta	0.00	0.00	3.75	75.00		1.36
Hypnea aspera	Rhodophyta	10.00	1.00	3.75	75.00		1.95
Hypnea aspera	Rhodophyta	30.00	3.00	3.75	75.00		-1.69
Hypnea aspera	Rhodophyta	50.00	5.00	3.75	75.00		-1.96
Hypnea aspera	Rhodophyta	70.00	7.00	3.75	75.00		-3.94
Hypnea aspera	Rhodophyta	0.00	0.00	3.75	75.00		1.27
Hypnea aspera	Rhodophyta	10.00	0.10	3.75	75.00		3.74
Hypnea aspera	Rhodophyta	30.00	0.30	3.75	75.00		6.70
Hypnea aspera	Rhodophyta	50.00	0.50	3.75	75.00		6.48
Hypnea aspera	Rhodophyta	70.00	0.70	3.75	75.00		8.90
Pyropia yezoensis	Rhodophyta		1.19				
Pyropia yezoensis	Rhodophyta		0.65				
Pyropia yezoensis	Rhodophyta		1.03				
Pyropia yezoensis	Rhodophyta		0.58				
Pyropia yezoensis	Rhodophyta		0.71				
Ulva	Chlorophyta		1.19				
Ulva	Chlorophyta		0.65				
Ulva	Chlorophyta		1.03				
Ulva	Chlorophyta		0.58				
Ulva	Chlorophyta		0.71				
Gracilaria verrucosa	Rhodophyta	164.26	13.87	4.00	80.00		1.28
Gracilaria verrucosa	Rhodophyta	164.26	13.87	8.50	80.00		0.34
Gracilaria verrucosa	Rhodophyta	164.26	13.87	12.50	80.00		0.27
Ulva linza	Chlorophyta		10.20		300.00		21.70
Ulva linza	Chlorophyta		10.20		300.00		18.49
Ulva linza	Chlorophyta		0.20		300.00		12.89
Ulva linza	Chlorophyta		0.20		300.00		9.92
Ulva linza	Chlorophyta		10.20		300.00		21.51
Ulva linza	Chlorophyta		10.20		300.00		19.01
Ulva linza	Chlorophyta		0.20		300.00		10.80
Ulva linza	Chlorophyta		0.20		300.00		7.58
Ulva rigida	Chlorophyta		2.50		80.00		10.38
Ulva rigida	Chlorophyta		2.50		80.00		11.91
Ulva rigida	Chlorophyta		50.00		80.00		11.91
Ulva rigida	Chlorophyta		50.00		80.00		14.05
Ulva rigida	Chlorophyta		2.50		80.00		11.76
Ulva rigida	Chlorophyta		2.50		80.00		14.35
Ulva rigida	Chlorophyta		50.00		80.00		15.27
Ulva rigida	Chlorophyta		50.00		80.00		18.32
Ulva rigida	Chlorophyta		10.20		300.00		4.43
Ulva rigida	Chlorophyta		10.20		300.00		5.65
Ulva rigida	Chlorophyta		0.20		300.00		6.26
Ulva rigida	Chlorophyta		0.20		300.00		6.87
Ulva rigida	Chlorophyta		10.20		300.00		-1.53
Ulva rigida	Chlorophyta		10.20		300.00		-2.14
Ulva rigida	Chlorophyta		0.20		300.00		-3.36
Ulva rigida	Chlorophyta		0.20		300.00		-7.63
Ulva rigida	Chlorophyta		2.50		80.00		-3.05
Ulva rigida	Chlorophyta		2.50		80.00		-3.05
Ulva rigida	Chlorophyta		50.00		80.00		-2.60
Ulva rigida	Chlorophyta		50.00		80.00		-4.27
Ulva rigida	Chlorophyta		2.50		80.00		8.55
Ulva rigida	Chlorophyta		2.50		80.00		11.60
Ulva rigida	Chlorophyta		50.00		80.00		14.20
Ulva rigida	Chlorophyta		50.00		80.00		15.11
Ulva rigida	Chlorophyta		10.20		300.00		3.97
Ulva rigida	Chlorophyta		10.20		300.00		3.97
Ulva rigida	Chlorophyta		0.20		300.00		5.04
Ulva rigida	Chlorophyta		0.20		300.00		6.41
Ulva rigida	Chlorophyta		10.20		300.00		-1.07
Ulva rigida	Chlorophyta		10.20		300.00		-3.97
Ulva rigida	Chlorophyta		0.20		300.00		-5.19
Ulva rigida	Chlorophyta		0.20		300.00		-4.43
Ulva rigida	Chlorophyta		2.50		80.00		3.66
Ulva rigida	Chlorophyta		2.50		80.00		3.97
Ulva rigida	Chlorophyta		50.00		80.00		4.58
Ulva rigida	Chlorophyta		50.00		80.00		5.04
Ulva rigida	Chlorophyta		2.50		80.00		5.04
Ulva rigida	Chlorophyta		2.50		80.00		5.50
Ulva rigida	Chlorophyta		50.00		80.00		7.33
Ulva rigida	Chlorophyta		50.00		80.00		8.85
Ulva rigida	Chlorophyta		10.20		300.00		-1.98
Ulva rigida	Chlorophyta		10.20		300.00		-2.90
Ulva rigida	Chlorophyta		0.20		300.00		-2.75
Ulva rigida	Chlorophyta		0.20		300.00		-2.90
Ulva rigida	Chlorophyta		10.20		300.00		-0.76
Ulva rigida	Chlorophyta		10.20		300.00		-0.76
Ulva rigida	Chlorophyta		0.20		300.00		-1.98
Ulva rigida	Chlorophyta		0.20		300.00		-2.29
Gracilaria chorda	Rhodophyta		30.00	1.00	100.00	500.00	1.33
Gracilaria chorda	Rhodophyta		30.00	1.00	100.00	500.00	1.83
Gracilaria chorda	Rhodophyta		30.00	1.00	100.00	500.00	2.66
Gracilaria chorda	Rhodophyta		30.00	1.00	100.00	500.00	6.47
Gracilaria chorda	Rhodophyta		30.00	1.00	100.00	500.00	3.98
Gracilaria chorda	Rhodophyta		30.00	1.00	100.00	500.00	3.98
Gracilaria chorda	Rhodophyta		30.00	1.00	100.00	500.00	2.82
Gracilaria vermiculophylla	Rhodophyta		30.00	1.00	100.00	500.00	6.75
Gracilaria vermiculophylla	Rhodophyta		30.00	1.00	100.00	500.00	13.33
Gracilaria vermiculophylla	Rhodophyta		30.00	1.00	100.00	500.00	18.11
Gracilaria vermiculophylla	Rhodophyta		30.00	1.00	100.00	500.00	20.91
Gracilaria vermiculophylla	Rhodophyta		30.00	1.00	100.00	500.00	20.25
Gracilaria vermiculophylla	Rhodophyta		30.00	1.00	100.00	500.00	18.44
Gracilaria vermiculophylla	Rhodophyta		30.00	1.00	100.00	500.00	12.35
Ulva prolifera	Chlorophyta		30.00	1.00	100.00	500.00	15.45
Ulva prolifera	Chlorophyta		30.00	1.00	100.00	500.00	15.47
Ulva prolifera	Chlorophyta		30.00	1.00	100.00	500.00	12.84
Ulva prolifera	Chlorophyta		30.00	1.00	100.00	500.00	35.10
Ulva prolifera	Chlorophyta		30.00	1.00	100.00	500.00	29.65
Ulva prolifera	Chlorophyta		30.00	1.00	100.00	500.00	27.18
Ulva prolifera	Chlorophyta		30.00	1.00	100.00	500.00	22.73
Ulva compressa	Chlorophyta		30.00	1.00	100.00	500.00	10.33
Ulva compressa	Chlorophyta		30.00	1.00	100.00	500.00	12.33
Ulva compressa	Chlorophyta		30.00	1.00	100.00	500.00	10.00
Ulva compressa	Chlorophyta		30.00	1.00	100.00	500.00	17.17
Ulva compressa	Chlorophyta		30.00	1.00	100.00	500.00	18.33
Ulva compressa	Chlorophyta		30.00	1.00	100.00	500.00	19.83
Ulva compressa	Chlorophyta		30.00	1.00	100.00	500.00	19.67
Gracilaria lemaneiformis	Rhodophyta		30.00	4.48	80.00	500.00	2.36
Gracilaria lemaneiformis	Rhodophyta		15.00	4.48	80.00	500.00	2.87
Gracilaria lemaneiformis	Rhodophyta		5.00	4.48	80.00	500.00	2.52
Gracilaria lemaneiformis	Rhodophyta		0.50	4.48	80.00	500.00	2.81
Gracilaria lemaneiformis	Rhodophyta		30.00	4.48	80.00	100.00	2.78
Gracilaria lemaneiformis	Rhodophyta		15.00	4.48	80.00	100.00	3.05
Gracilaria lemaneiformis	Rhodophyta		5.00	4.48	80.00	100.00	3.07
Gracilaria lemaneiformis	Rhodophyta		0.50	4.48	80.00	100.00	2.28
Gracilaria lemaneiformis	Rhodophyta		30.00	4.48	80.00	50.00	2.87
Gracilaria lemaneiformis	Rhodophyta		15.00	4.48	80.00	50.00	3.17
Gracilaria lemaneiformis	Rhodophyta		5.00	4.48	80.00	50.00	2.99
Gracilaria lemaneiformis	Rhodophyta		0.50	4.48	80.00	50.00	3.11
Gracilaria lemaneiformis	Rhodophyta		30.00	4.48	80.00	5.00	2.42
Gracilaria lemaneiformis	Rhodophyta		15.00	4.48	80.00	5.00	1.38
Gracilaria lemaneiformis	Rhodophyta		5.00	4.48	80.00	5.00	2.17
Gracilaria lemaneiformis	Rhodophyta		0.50	4.48	80.00	5.00	1.90
Ulva prolifera	Chlorophyta	198.88		0.80	30.00	0.13	3.77
Ulva prolifera	Chlorophyta	179.43		0.80	30.00	0.12	3.80
Ulva prolifera	Chlorophyta	162.58		0.80	30.00	0.09	3.62
Ulva prolifera	Chlorophyta	150.94		0.80	30.00	0.08	3.29
Gracilaria lemaneiformis	Rhodophyta	1.66	2.07			41.12	2.45
Gracilaria lemaneiformis	Rhodophyta	2.18	1.81			35.11	3.77
Gracilaria lemaneiformis	Rhodophyta	2.60	1.78			21.64	4.13
Gracilaria lemaneiformis	Rhodophyta	0.65	1.36			29.76	4.68
Gracilaria lemaneiformis	Rhodophyta	1.07	1.47			30.90	3.74
Gracilaria lemaneiformis	Rhodophyta	0.44	1.39			26.63	3.69
Gracilaria lemaneiformis	Rhodophyta	1.51	1.64			32.37	3.30
Gracilaria lemaneiformis	Rhodophyta	1.98	2.11			38.91	2.13
Gracilaria lemaneiformis	Rhodophyta	2.26	2.03			28.93	2.45
Gracilaria lemaneiformis	Rhodophyta	2.00	1.66			29.59	3.11
Gracilaria lemaneiformis	Rhodophyta	0.97	1.62			37.07	3.42
Gracilaria lemaneiformis	Rhodophyta	0.81	1.58			34.39	3.37
Gracilaria lemaneiformis	Rhodophyta	0.98	1.37			30.92	2.85
Gracilaria lemaneiformis	Rhodophyta	1.33	1.78			36.66	2.73
